Ticket_ID,Client_ID,Product,Issue_Type,Priority,Created_Date,Resolved_Date,Resolution_Hours,SLA_Target_Hours,SLA_Met,Status,Assigned_Agent,Contact_Channel,Customer_Satisfaction
TKT-02655,CLI-0246,CloudShift Platform,API Integration Failure,Medium,2024-01-24,2024-01-24,4.2,24,Yes,Resolved,Nikhil Mehta,Email,4
TKT-00424,CLI-0023,DevOps Accelerator,Server Downtime,Low,2023-05-08,,,48,No,In Progress,Karan Gupta,Phone,
TKT-03735,CLI-0235,SecureNet Suite,Dashboard Bug,Medium,2024-05-01,,,24,No,In Progress,Kavya Iyer,Email,
TKT-02951,CLI-0094,DevOps Accelerator,Access Permission Issue,Low,2024-10-03,,,48,No,Open,Neha Gupta,Phone,
TKT-02253,CLI-0043,AnalyticsEdge,Report Inaccuracy,Low,2023-08-25,,,48,Yes,Open,Manish Nair,Portal,
TKT-00095,CLI-0206,DevOps Accelerator,Data Sync Error,Medium,2024-03-24,2024-03-25,28.9,24,No,Resolved,Ananya Joshi,Portal,3
TKT-03860,CLI-0273,DataVault Pro,Security Alert,High,2024-12-01,,,8,Yes,In Progress,Divya Reddy,Phone,
TKT-03332,CLI-0240,DevOps Accelerator,Billing Query,Medium,2025-03-30,,,24,Yes,Escalated,Pooja Iyer,Email,
TKT-02699,CLI-0163,AI Insights Module,Performance Lag,High,2024-10-14,,,8,No,Open,Nikhil Reddy,Phone,
TKT-00010,CLI-0075,AnalyticsEdge,Billing Query,Low,2024-05-15,2024-05-18,90.8,48,No,Resolved,Rahul Das,Chat,4
TKT-03739,CLI-0204,SecureNet Suite,Onboarding Support,Critical,2024-02-20,2024-02-20,5.3,4,No,Resolved,Karan Gupta,Chat,3
TKT-02341,CLI-0286,AI Insights Module,Security Alert,High,2023-08-08,,,8,No,In Progress,Kavya Iyer,Email,
TKT-02108,CLI-0060,AI Insights Module,Access Permission Issue,High,2024-09-02,2024-09-02,5.7,8,Yes,Resolved,Karan Rao,Chat,5
TKT-02201,CLI-0247,DevOps Accelerator,Report  Inaccuracy,Low,2023-01-31,,,48,Yes,Open,Pooja Gupta,Email,
TKT-02772,CLI-0154,DevOps Accelerator,Onboarding Support,Low,2023-01-23,,,48,No,Open,Pooja Patel,Portal,
TKT-03572,CLI-0011,AI Insights Module,Login Issue,Critical,07/27/2024,,,4,No,Open,Deepika Mishra,Chat,
TKT-01288,CLI-0013,AI Insights Module,Server Downtime,Medium,2024-08-27,2024-08-28,33.4,24,No,Resolved,Karan Gupta,Chat,5
TKT-00766,CLI-0232,AI Insights Module,Dashboard Bug,Medium,2023-09-28,2023-09-28,17.5,24,Yes,Resolved,Manish Nair,Email,4
TKT-00119,CLI-0300,AnalyticsEdge,API Integration Failure,Medium,2024-11-16,2024-11-17,32.4,24,No,Resolved,Rahul Das,Phone,4
TKT-03032,CLI-0113,SecureNet Suite,Server Downtime,Critical,2023-03-09,09-03-2023,7.9,4,No,Resolved,Manish Nair,Email,4
TKT-01636,CLI-0069,DataVault Pro,Login Issue,Medium,2025-03-09,2025-03-10,41.3,24,No,Resolved,Rahul Das,Phone,4
TKT-01556,CLI-0229,AnalyticsEdge,Access Permission Issue,Medium,06/30/2023,2023-07-02,50.4,24,No,Resolved,Divya Reddy,Phone,3
TKT-00100,CLI-0217,SecureNet Suite,Server Downtime,High,01/09/2024,2024-01-09,16.2,8,No,Resolved,Pooja Gupta,Email,3
TKT-01914,CLI-0222,SecureNet Suite,performance lag,Medium,03/18/2024,2024-03-18,1.3,24,Yes,Resolved,Divya Reddy,Email,3
TKT-00828,CLI-0143,CloudShift Platform,Report Inaccuracy,Medium,05/02/2024,2024-05-02,0.6,24,Yes,Resolved,Priya Patel,Phone,4
TKT-01972,CLI-0205,CloudShift Platform,Feature Request,High,2024-04-26,,,8,Yes,Open,Nikhil Mehta,Email,
TKT-03484,CLI-0103,AI Insights Module,Login Issue,Critical,2024-02-03,2024-02-03,4.4,4,No,Resolved,Manish Nair,Portal,2
TKT-03955,CLI-0039,DevOps Accelerator,Access Permission Issue,Critical,2024-08-13,2024-08-13,8.4,4,No,Resolved,Pooja Patel,Phone,5
TKT-01776,CLI-0179,SecureNet Suite,Billing Query,High,2024-08-05,,,8,Yes,In Progress,Manish Nair,Portal,
TKT-01615,CLI-0029,DevOps Accelerator,Billing Query,Low,2023-08-22,,,48,Yes,Escalated,Deepika Mishra,Portal,
TKT-00493,CLI-0090,DataVault Pro,Billing Query,Medium,2023-08-20,,,24,No,In Progress,Karan Rao,Chat,
TKT-02906,CLI-0166,CloudShift Platform,Security Alert,Medium,2023-11-29,2023-11-30,35.2,24,No,Resolved,Karan Gupta,Portal,
TKT-02430,CLI-0209,DataVault Pro,Security Alert,Medium,2024-08-12,2024-08-13,45.7,24,No,Resolved,Rahul Das,Phone,4
TKT-01690,CLI-0258,CloudShift Platform,Report Inaccuracy,Low,2024-10-05,,,48,No,Open,Rahul Das,Chat,
TKT-02275,CLI-0266,DataVault Pro,Billing Query,High,2023-11-01,2023-11-01,9.1,8,No,Resolved,Ananya Joshi,Chat,3
TKT-00223,CLI-0223,AnalyticsEdge,Onboarding Support,High,2024-08-16,2024-08-16,10.4,8,,Resolved,Arjun Mishra,Phone,3
TKT-03981,CLI-0072,AI Insights Module,API Integration Failure,Critical,2023-04-18,,,4,No,Open,Manish Nair,Email,
TKT-01744,CLI-0100,DevOps Accelerator,Data Sync Error,Low,2023-12-24,2023-12-24,8.8,48,Yes,Resolved,Karan Rao,Phone,
TKT-03517,CLI-0149,AI Insights Module,Feature Request,High,2024-05-05,,,8,No,Open,Karan Gupta,Phone,
TKT-03012,CLI-0290,SecureNet Suite,Performance Lag,High,2023-04-03,,,8,Yes,Open,Rahul Das,Portal,
TKT-01225,CLI-0235,AnalyticsEdge,Access Permission Issue,Medium,2023-02-12,2023-02-13,43.0,24,No,Resolved,Manish Nair,Phone,5
TKT-02812,CLI-0005,AI Insights Module,login issue,Medium,2023-04-10,2023-04-11,47.3,24,No,Resolved,Pooja Gupta,Email,4
TKT-02167,CLI-0045,SecureNet Suite,Security Alert,Critical,2024-01-30,2024-01-30,4.6,4,No,Resolved,Arjun Mishra,Portal,4
TKT-01533,CLI-0126,AnalyticsEdge,Report Inaccuracy,Low,10/06/2024,2024-10-08,48.8,48,No,Resolved,Nikhil Mehta,Portal,4
TKT-02158,CLI-0111,AnalyticsEdge,Data Sync Error,High,2024-06-25,,,8,No,In Progress,Pooja Patel,Portal,
TKT-01080,CLI-0262,SecureNet Suite,Performance Lag,Critical,2025-03-05,2025-03-05,2.7,4,,Resolved,Deepika Mishra,Phone,3
TKT-03006,CLI-0102,CloudShift Platform,Data Sync Error,Medium,2023-03-16,18-03-2023,53.9,24,No,Resolved,Pooja Patel,Phone,3
TKT-02245,CLI-0001,DataVault Pro,Performance Lag,Medium,2023-05-11,,,24,Yes,Escalated,Karan Gupta,Phone,
TKT-01075,CLI-0258,SecureNet Suite,Access Permission Issue,Medium,2024-05-04,2024-05-05,39.6,24,No,Resolved,Pooja Patel,Email,5
TKT-00596,CLI-0062,DataVault Pro,Data Sync Error,High,2024-06-29,,,8,No,Open,Nikhil Mehta,Phone,
TKT-00514,CLI-0053,SecureNet Suite,Billing Query,High,01/04/2023,,,8,Yes,Open,Priya Nair,Chat,
TKT-00450,CLI-0200,DevOps Accelerator,Dashboard Bug,Medium,2024-02-12,,,24,Yes,In Progress,Divya Reddy,Chat,
TKT-02802,CLI-0148,AI Insights Module,Access Permission Issue,,2023-05-28,2023-05-31,84.8,48,No,Resolved,Priya Patel,Email,5
TKT-03462,CLI-0135,SecureNet Suite,Data Sync Error,High,02/02/2024,2024-02-02,2.7,8,Yes,Resolved,Ananya Joshi,Chat,
TKT-03838,CLI-0177,DataVault Pro,Data Sync Error,Medium,2024-12-28,2024-12-28,7.8,24,Yes,Resolved,Kavya Iyer,Chat,4
TKT-03392,CLI-0246,SecureNet Suite,Dashboard Bug,Medium,2023-07-14,,,24,No,Open,Kavya Iyer,Chat,
TKT-03421,CLI-0035,CloudShift Platform,Onboarding Support,Medium,2025-03-19,2025-03-21,58.4,24,No,Resolved,Neha Gupta,Email,5
TKT-02615,CLI-0300,CloudShift Platform,Performance  Lag,Medium,2024-04-17,,,24,Yes,Escalated,Nikhil Mehta,Phone,
TKT-02673,CLI-0263,DataVault Pro,Login Issue,Medium,2023-05-15,2023-05-17,58.3,24,No,Resolved,Pooja Gupta,Email,
TKT-03352,CLI-0197,CloudShift Platform,Data Sync Error,High,2024-05-02,2024-05-02,7.4,8,Yes,Resolved,Nikhil Mehta,Portal,4
TKT-00566,CLI-0085,DataVault Pro,Billing Query,Low,2024-08-16,2024-08-19,84.8,48,No,Resolved,Karan Rao,Email,4
TKT-02200,CLI-0181,SecureNet Suite,Access Permission Issue,Medium,2024-01-21,2024-01-22,31.1,24,No,Resolved,Nikhil Reddy,Email,5
TKT-00358,CLI-0087,SecureNet Suite,API Integration Failure,Critical,2023-05-16,2023-05-16,8.3,4,No,Resolved,Karan Rao,Chat,5
TKT-02107,CLI-0079,CloudShift Platform,Feature Request,Medium,2023-03-07,2023-03-07,7.5,24,Yes,Resolved,Priya Nair,Chat,3
TKT-02647,CLI-0049,AI Insights Module,Data Sync Error,Medium,2023-04-10,,,24,Yes,In Progress,Pooja Iyer,Phone,
TKT-02379,CLI-0237,AnalyticsEdge,Feature Request,Low,2023-03-29,2023-03-29,20.4,48,Yes,Resolved,Karan Rao,Phone,4
TKT-00403,CLI-0024,AI Insights Module,Data Sync Error,Medium,2023-02-02,,,24,No,Escalated,Divya Verma,Chat,
TKT-02702,CLI-0099,DataVault Pro,Access Permission Issue,Medium,2024-02-18,2024-02-18,23.7,24,Yes,Resolved,Divya Reddy,Chat,2
TKT-02918,CLI-0300,DevOps Accelerator,API Integration Failure,Critical,2024-06-03,2024-06-03,2.6,4,Yes,Resolved,Nikhil Reddy,Portal,5
TKT-00618,CLI-0020,SecureNet Suite,Billing Query,Medium,2023-12-06,2023-12-07,30.4,24,No,Resolved,Neha Gupta,Portal,3
TKT-03030,CLI-0020,DataVault Pro,Login Issue,High,2024-02-29,,,8,No,In Progress,Priya Patel,Email,
TKT-03371,CLI-0135,DataVault Pro,Onboarding Support,Medium,2024-01-27,,,24,No,Open,Deepika Mishra,Phone,
TKT-03743,CLI-0259,AnalyticsEdge,Access Permission Issue,Medium,2023-08-05,,,24,No,In Progress,Pooja Gupta,Chat,
TKT-01160,CLI-0155,DataVault Pro,Login Issue,High,2024-07-19,19-07-2024,1.7,8,Yes,Resolved,Rahul Das,Email,4
TKT-03601,CLI-0068,AnalyticsEdge,Report Inaccuracy,Medium,2024-07-27,2024-07-27,18.0,24,Yes,Resolved,Arjun Mishra,Chat,4
TKT-00001,CLI-0223,DevOps Accelerator,Access Permission Issue,Medium,2023-04-16,,,24,Yes,Escalated,Divya Reddy,Portal,
TKT-00312,CLI-0297,AnalyticsEdge,Billing Query,Critical,2025-03-07,,,4,Yes,Open,Pooja Patel,Email,
TKT-00021,CLI-0017,CloudShift Platform,Feature Request,Medium,2023-03-16,2023-03-18,54.9,24,No,Resolved,Pooja Patel,Portal,3
TKT-03555,CLI-0239,DevOps Accelerator,Server Downtime,Low,2024-09-18,,,48,No,Open,Karan Gupta,Chat,
TKT-00727,CLI-0133,DevOps Accelerator,Server Downtime,Medium,2023-03-09,2023-03-09,4.4,24,Yes,Resolved,Karan Gupta,Phone,4
TKT-02915,CLI-0222,DevOps Accelerator,API Integration Failure,Low,2024-01-10,2024-01-12,68.5,48,No,Resolved,Arjun Mishra,Portal,4
TKT-00916,CLI-0181,SecureNet Suite,Report Inaccuracy,Low,12/08/2024,2024-12-09,47.0,48,Yes,Resolved,Deepika Mishra,Email,4
TKT-01395,CLI-0072,DataVault Pro,Access Permission Issue,,2023-07-16,,,48,,In Progress,Divya Verma,Portal,
TKT-00266,CLI-0012,SecureNet Suite,Access Permission Issue,Medium,2023-08-26,2023-08-27,26.6,24,No,Resolved,Ananya Joshi,Portal,3
TKT-03631,CLI-0102,DataVault Pro,Feature Request,Low,2025-03-07,,,48,Yes,In Progress,,Phone,
TKT-03937,CLI-0263,DataVault Pro,Report Inaccuracy,High,2025-01-14,,,8,No,In Progress,Nikhil Reddy,Email,
TKT-00937,CLI-0059,DevOps Accelerator,Feature Request,High,2025-03-10,2025-03-10,18.0,8,No,Resolved,Divya Verma,Chat,
TKT-02913,CLI-0091,DevOps Accelerator,Billing Query,Low,2023-01-17,,,48,No,Escalated,,Phone,
TKT-03189,CLI-0143,CloudShift Platform,Data Sync Error,Medium,2025-01-15,2025-01-15,14.0,24,Yes,Resolved,Priya Nair,Phone,5
TKT-02419,CLI-0257,AI Insights Module,Onboarding Support,High,2023-08-18,,,8,No,In Progress,Nikhil Reddy,Chat,
TKT-00334,CLI-0014,AI Insights Module,Server Downtime,Medium,2025-01-10,2025-01-10,0.8,24,Yes,Resolved,Priya Nair,Portal,5
TKT-02833,CLI-0251,SecureNet Suite,Feature Request,Critical,2024-04-07,,,4,,Escalated,Kavya Iyer,Chat,
TKT-01698,CLI-0073,SecureNet Suite,dashboard bug,High,2024-09-01,2024-09-01,2.2,8,Yes,Resolved,Siddharth Reddy,Phone,4
TKT-00816,CLI-0069,DevOps Accelerator,Login Issue,Medium,2024-12-03,2024-12-04,24.4,24,No,Resolved,Siddharth Reddy,Phone,3
TKT-00295,CLI-0241,AI Insights Module,Report Inaccuracy,High,2024-07-26,2024-07-26,6.9,8,Yes,Resolved,Priya Patel,Chat,2
TKT-00409,CLI-0167,SecureNet Suite,Onboarding  Support,Medium,2023-01-01,2023-01-01,7.2,24,Yes,Resolved,Divya Verma,Portal,2
TKT-02534,CLI-0050,DataVault Pro,Performance Lag,Low,2023-07-10,,,48,Yes,Open,Divya Reddy,Portal,
TKT-01550,CLI-0129,DataVault Pro,Dashboard Bug,High,2023-01-14,2023-01-14,15.3,8,No,Resolved,Kavya Iyer,Email,1
TKT-00825,CLI-0177,SecureNet Suite,Dashboard Bug,Medium,2023-02-02,2023-02-02,10.0,24,Yes,Resolved,Pooja Gupta,Chat,5
TKT-01196,CLI-0002,CloudShift Platform,Dashboard Bug,High,2025-01-30,2025-01-30,19.4,8,No,Resolved,Priya Patel,Chat,5
TKT-01103,CLI-0286,DevOps Accelerator,Billing Query,Critical,2024-02-10,,,4,No,In Progress,Pooja Gupta,Phone,
TKT-00258,CLI-0219,CloudShift Platform,API Integration Failure,Medium,2024-04-15,2024-04-16,37.8,24,No,Resolved,Priya Patel,Phone,4
TKT-02911,CLI-0247,DataVault Pro,Performance Lag,High,2024-05-28,,,8,Yes,Escalated,Neha Gupta,Email,
TKT-01984,CLI-0258,AI Insights Module,Feature Request,Medium,2023-12-04,05-12-2023,27.1,24,No,Resolved,Divya Verma,Chat,4
TKT-02323,CLI-0015,DevOps Accelerator,Server Downtime,High,2023-02-09,,,8,Yes,Escalated,Siddharth Reddy,Email,
TKT-03889,CLI-0178,SecureNet Suite,Performance Lag,Medium,2024-04-12,2024-04-14,54.5,24,No,Resolved,Nikhil Reddy,Chat,
TKT-01922,CLI-0026,CloudShift Platform,Report Inaccuracy,Low,2024-05-11,2024-05-12,25.8,48,Yes,Resolved,Divya Verma,Portal,
TKT-02624,CLI-0041,DataVault Pro,Feature Request,Critical,2024-03-25,,,4,Yes,In Progress,,Email,
TKT-03724,CLI-0052,AI Insights Module,Server Downtime,High,2023-01-31,2023-01-31,17.1,8,No,Resolved,Karan Gupta,Phone,
TKT-00114,CLI-0008,CloudShift Platform,Report Inaccuracy,Low,2023-12-21,,,48,No,In Progress,Pooja Patel,Email,
TKT-01285,CLI-0129,AI Insights Module,dashboard bug,Low,2023-10-25,,,48,No,In Progress,Neha Gupta,Chat,
TKT-00025,CLI-0075,DevOps Accelerator,Billing Query,Medium,2023-03-21,2023-03-23,51.0,24,No,Resolved,Manish Nair,Phone,4
TKT-01846,CLI-0133,AnalyticsEdge,Access Permission Issue,High,2023-06-24,,,8,Yes,In Progress,Pooja Gupta,Phone,
TKT-03667,CLI-0023,AI Insights Module,Onboarding Support,Medium,2023-01-12,2023-01-14,58.5,24,No,Resolved,Rahul Das,Email,5
TKT-03005,CLI-0187,AnalyticsEdge,Access Permission Issue,Low,2024-04-12,,,48,Yes,Open,Siddharth Reddy,Phone,
TKT-01522,CLI-0179,DevOps Accelerator,Security Alert,Medium,2023-12-05,,,24,No,Open,Siddharth Reddy,Phone,
TKT-01105,CLI-0019,AI Insights Module,dashboard bug,High,2023-01-17,2023-01-17,5.2,8,Yes,Resolved,Rahul Das,Phone,3
TKT-00919,CLI-0208,CloudShift Platform,Performance Lag,Low,2023-03-24,2023-03-25,28.3,48,Yes,Resolved,Divya Reddy,Portal,4
TKT-02829,CLI-0223,SecureNet Suite,Login Issue,Critical,2023-01-07,2023-01-07,7.6,4,No,Resolved,Ananya Joshi,Chat,1
TKT-03460,CLI-0045,AnalyticsEdge,Access Permission Issue,Low,2024-08-31,03-09-2024,80.0,48,No,Resolved,Arjun Mishra,Chat,2
TKT-01317,CLI-0050,DataVault Pro,Onboarding Support,High,2024-08-04,2024-08-04,2.8,8,Yes,Resolved,Nikhil Reddy,Phone,
TKT-01524,CLI-0034,AnalyticsEdge,API Integration Failure,Medium,2023-03-31,,,24,No,Open,Divya Verma,Portal,
TKT-02547,CLI-0003,SecureNet Suite,API Integration Failure,Medium,2024-12-06,2024-12-07,42.8,24,No,Resolved,Arjun Mishra,Email,3
TKT-03309,CLI-0151,CloudShift Platform,Access Permission Issue,Medium,2025-02-22,,,24,Yes,Open,Nikhil Mehta,Phone,
TKT-02299,CLI-0150,DevOps Accelerator,Report Inaccuracy,Medium,2024-03-23,2024-03-23,18.2,24,Yes,Resolved,Nikhil Mehta,Chat,3
TKT-03960,CLI-0300,DataVault Pro,Login Issue,Low,2023-09-03,2023-09-04,30.7,48,Yes,Resolved,Karan Rao,Chat,
TKT-03229,CLI-0264,CloudShift Platform,Performance Lag,High,2025-02-06,2025-02-06,6.6,8,Yes,Resolved,Pooja Iyer,Email,1
TKT-00745,CLI-0241,SecureNet Suite,Server Downtime,Low,2023-12-25,,,48,No,Open,Arjun Mishra,Chat,
TKT-00561,CLI-0127,DataVault Pro,Server Downtime,Medium,2023-12-05,,,24,No,In Progress,Arjun Mishra,Email,
TKT-00985,CLI-0026,AnalyticsEdge,Dashboard Bug,Medium,2025-03-23,,,24,No,In Progress,Pooja Patel,Phone,
TKT-03600,CLI-0117,SecureNet Suite,Data Sync Error,Low,2023-09-30,,,48,No,Open,Siddharth Reddy,Portal,
TKT-03404,CLI-0164,AnalyticsEdge,Security Alert,Low,2025-02-19,2025-02-19,15.5,48,Yes,Resolved,Manish Nair,Portal,
TKT-00528,CLI-0154,DataVault Pro,Data Sync Error,Medium,2023-09-23,,,24,Yes,Escalated,Manish Nair,Phone,
TKT-01074,CLI-0179,SecureNet Suite,Feature Request,High,2024-06-29,2024-06-29,1.8,8,Yes,Resolved,Ananya Joshi,Email,4
TKT-03277,CLI-0009,SecureNet Suite,Billing Query,High,2024-10-03,,,8,No,In Progress,Divya Verma,Email,
TKT-03052,CLI-0012,AI Insights Module,Access Permission Issue,Medium,12/03/2024,2024-12-04,24.0,24,Yes,Resolved,Divya Verma,Email,4
TKT-03674,CLI-0194,AI Insights Module,Login Issue,Medium,2023-07-16,2023-07-17,27.1,24,No,Resolved,Pooja Patel,Chat,
TKT-03363,CLI-0221,CloudShift Platform,Login Issue,High,2025-02-18,2025-02-18,15.5,8,No,Resolved,Deepika Mishra,Email,1
TKT-00863,CLI-0125,CloudShift Platform,Dashboard Bug,High,2023-11-19,,,8,No,In Progress,Arjun Mishra,Portal,
TKT-01669,CLI-0251,DataVault Pro,Dashboard Bug,Critical,2024-12-25,,,4,No,Escalated,Divya Reddy,Email,
TKT-03706,CLI-0136,SecureNet Suite,Feature Request,Low,2023-12-08,2023-12-12,112.1,48,No,Resolved,Nikhil Mehta,Chat,2
TKT-00641,CLI-0062,AnalyticsEdge,Feature Request,Critical,2023-11-24,2023-11-24,9.7,4,No,Resolved,Nikhil Reddy,Chat,4
TKT-02151,CLI-0103,SecureNet Suite,Dashboard Bug,High,2023-09-21,,,8,Yes,In Progress,Neha Gupta,Portal,
TKT-01305,CLI-0132,AnalyticsEdge,Security  Alert,Low,2023-09-21,,,48,No,Open,Manish Nair,Email,
TKT-02350,CLI-0018,DataVault Pro,Access Permission Issue,Medium,2023-06-07,,,24,No,Open,Rahul Das,Phone,
TKT-02305,CLI-0098,CloudShift Platform,Feature Request,Medium,2023-08-09,,,24,Yes,Open,Ananya Joshi,Phone,
TKT-02392,CLI-0271,AI Insights Module,Dashboard Bug,Medium,2023-06-18,,,24,No,Open,,Portal,
TKT-03524,CLI-0063,AI Insights Module,Access Permission Issue,Medium,2025-01-16,2025-01-17,39.4,24,No,Resolved,Divya Reddy,Email,3
TKT-02287,CLI-0280,CloudShift Platform,Feature Request,Critical,2024-02-24,,,4,No,In Progress,Karan Gupta,Email,
TKT-03116,CLI-0080,DataVault Pro,Login Issue,Critical,2024-12-08,2024-12-08,2.9,4,Yes,Resolved,Siddharth Reddy,Portal,3
TKT-02693,CLI-0047,DataVault Pro,Data Sync Error,Medium,2024-11-01,,,24,No,Escalated,Karan Gupta,Email,
TKT-00519,CLI-0022,SecureNet Suite,Onboarding Support,High,2024-01-11,,,8,No,Open,Manish Nair,Phone,
TKT-02152,CLI-0117,AI Insights Module,Billing Query,Medium,2025-01-25,,,24,No,In Progress,Pooja Patel,Chat,
TKT-03492,CLI-0009,DevOps Accelerator,Billing Query,Low,2023-01-04,2023-01-06,63.4,48,No,Resolved,Karan Rao,Chat,
TKT-00254,CLI-0084,CloudShift Platform,Data Sync Error,High,2024-12-17,2024-12-17,7.7,8,Yes,Resolved,Deepika Mishra,Chat,5
TKT-00616,CLI-0125,DataVault Pro,Feature Request,High,2025-03-11,2025-03-11,9.3,8,No,Resolved,Ananya Joshi,Portal,2
TKT-03562,CLI-0001,SecureNet Suite,Report Inaccuracy,High,2024-01-27,2024-01-27,15.8,8,No,Resolved,Manish Nair,Portal,5
TKT-01560,CLI-0001,CloudShift Platform,Billing Query,Low,2023-09-16,,,48,No,In Progress,Nikhil Mehta,Email,
TKT-00349,CLI-0280,AI Insights Module,Feature Request,High,2024-01-03,2024-01-03,11.6,8,No,Resolved,Divya Reddy,Portal,2
TKT-03940,CLI-0290,SecureNet Suite,Report Inaccuracy,Medium,2024-02-29,02-03-2024,52.5,24,No,Resolved,Manish Nair,Email,1
TKT-03486,CLI-0247,DevOps Accelerator,Performance Lag,Medium,2024-01-19,2024-01-19,2.3,24,Yes,Resolved,Ananya Joshi,Chat,4
TKT-03524,CLI-0063,AI Insights Module,Access Permission Issue,Medium,2025-01-16,2025-01-17,39.4,24,No,Resolved,Divya Reddy,Email,3
TKT-02237,CLI-0129,DevOps Accelerator,Login Issue,High,2024-02-17,2024-02-17,0.5,8,Yes,Resolved,Divya Verma,Phone,
TKT-00729,CLI-0012,DataVault Pro,API Integration Failure,High,2023-02-17,2023-02-17,6.6,8,Yes,Resolved,Nikhil Mehta,Chat,5
TKT-02360,CLI-0228,DataVault Pro,Access Permission Issue,Medium,2025-01-11,2025-01-11,22.5,24,Yes,Resolved,Arjun Mishra,Portal,
TKT-01096,CLI-0248,CloudShift Platform,Login Issue,Low,2024-11-10,2024-11-14,110.8,48,No,Resolved,Karan Rao,Portal,5
TKT-00877,CLI-0116,DataVault Pro,Onboarding Support,Low,2023-10-17,,,48,No,Escalated,Priya Patel,Email,
TKT-03571,CLI-0048,DevOps Accelerator,Billing Query,High,2024-03-18,2024-03-18,7.0,8,Yes,Resolved,Manish Nair,Email,
TKT-00096,CLI-0068,DevOps Accelerator,Onboarding Support,High,2024-04-23,,,8,No,Open,Arjun Mishra,Portal,
TKT-03834,CLI-0090,AnalyticsEdge,Dashboard Bug,High,2024-10-19,2024-10-19,10.2,8,No,Resolved,Karan Gupta,Portal,3
TKT-02471,CLI-0259,DataVault Pro,Access Permission Issue,Medium,2024-06-17,2024-06-18,37.6,24,No,Resolved,Pooja Gupta,Portal,3
TKT-00733,CLI-0208,AI Insights Module,Data Sync Error,High,2023-08-07,2023-08-07,13.0,8,No,Resolved,Pooja Iyer,Chat,3
TKT-01237,CLI-0212,DevOps Accelerator,Access Permission Issue,Critical,2023-04-06,,,4,Yes,In Progress,Divya Verma,Chat,
TKT-01686,CLI-0170,AI Insights Module,Server Downtime,High,2024-04-06,2024-04-06,14.2,8,No,Resolved,Karan Rao,Chat,5
TKT-03130,CLI-0004,DataVault Pro,Dashboard Bug,Medium,2024-10-12,2024-10-13,26.2,24,No,Resolved,Karan Rao,Portal,3
TKT-02334,CLI-0012,AI Insights Module,Performance Lag,Medium,12/30/2024,,,24,Yes,Escalated,Priya Nair,Chat,
TKT-01950,CLI-0257,AI Insights Module,Dashboard Bug,Medium,2023-10-22,2023-10-24,55.6,24,No,Resolved,Karan Rao,Chat,1
TKT-03803,CLI-0031,CloudShift Platform,Data Sync Error,Medium,01/01/2025,,,24,Yes,Open,Karan Rao,Chat,
TKT-01013,CLI-0073,AnalyticsEdge,Performance Lag,Low,2023-01-29,,,48,Yes,Open,Pooja Gupta,Email,
TKT-01280,CLI-0035,CloudShift Platform,Billing Query,Medium,2024-11-01,,,24,,Escalated,Pooja Gupta,Chat,
TKT-01873,CLI-0201,CloudShift Platform,Data Sync Error,High,2024-07-19,,,8,Yes,Open,Rahul Das,Chat,
TKT-01523,CLI-0279,DataVault Pro,Security Alert,High,03/15/2024,2024-03-15,11.7,8,No,Resolved,Karan Rao,Email,3
TKT-03740,CLI-0042,AI Insights Module,Server Downtime,Medium,2024-05-01,2024-05-02,34.9,24,No,Resolved,Priya Patel,Portal,3
TKT-02363,CLI-0255,DevOps Accelerator,Dashboard Bug,High,2023-01-04,2023-01-04,10.4,8,,Resolved,Priya Patel,Phone,4
TKT-00722,CLI-0016,CloudShift Platform,Data Sync Error,Critical,2025-02-15,,,4,No,Open,Nikhil Reddy,Email,
TKT-02947,CLI-0067,SecureNet Suite,Data Sync Error,Critical,2024-09-15,,,4,Yes,In Progress,Nikhil Mehta,Portal,
TKT-01812,CLI-0036,DataVault Pro,API Integration Failure,High,06/06/2023,2023-06-06,8.4,8,No,Resolved,Priya Nair,Portal,4
TKT-01010,CLI-0066,DataVault Pro,Security Alert,High,2023-01-28,28-01-2023,10.0,8,No,Resolved,Priya Nair,Chat,4
TKT-02330,CLI-0165,SecureNet Suite,Access Permission Issue,Medium,2024-03-25,,,24,Yes,Escalated,Rahul Das,Phone,
TKT-02304,CLI-0221,CloudShift Platform,Login Issue,High,2024-02-26,,,8,No,Open,,Phone,
TKT-02286,CLI-0097,SecureNet Suite,Security Alert,Low,2024-08-23,,,48,No,In Progress,Manish Nair,Chat,
TKT-01899,CLI-0206,DataVault Pro,Billing  Query,Low,2023-09-07,08-09-2023,26.6,48,Yes,Resolved,Kavya Iyer,Portal,3
TKT-02980,CLI-0280,AnalyticsEdge,Onboarding Support,Low,2023-02-01,2023-02-05,119.7,48,No,Resolved,Divya Reddy,Chat,3
TKT-01229,CLI-0197,DevOps Accelerator,Feature Request,Medium,2023-04-07,,,24,No,In Progress,Priya Patel,Email,
TKT-01093,CLI-0026,SecureNet Suite,API Integration Failure,High,2023-04-12,,,8,No,Open,Siddharth Reddy,Chat,
TKT-00528,CLI-0154,DataVault Pro,Data Sync Error,Medium,2023-09-23,,,24,Yes,Escalated,Manish Nair,Phone,
TKT-02650,CLI-0295,DevOps Accelerator,Security Alert,Medium,2024-01-20,,,24,No,Escalated,Deepika Mishra,Email,
TKT-03787,CLI-0093,AI Insights Module,Security Alert,High,2023-03-07,,,8,Yes,Open,,Phone,
